English words/sentences,French words/sentences
That is simply not true.,Ce n'est simplement pas vrai.
That is so embarrassing.,Cela est tellement embarrassant.
That isn't to my liking.,??a ne me pla??t pas.
That isn't what I asked.,Ce n'est pas ce que j'ai demand??.
That makes things clear.,??a clarifie les choses.
That man looks familiar.,Cet homme me dit quelque chose.
That man stole my purse.,Cet homme a vol?? mon sac ?ˇ main.
That may not be so easy.,??a n'est peut-?¶tre pas aussi facile.
That may not be so easy.,??a n'est peut-?¶tre pas aussi ais??.
That might be difficult.,??a pourrait ?¶tre difficile.
That movie was terrible.,Ce film ??tait nul.
That must be a misprint.,Cela doit ?¶tre une faute d'impression.
That never was an issue.,??a n'a jamais ??t?? un probl??me.
That one is really good.,Celui-ci est vraiment bien.
That one is really good.,Celle-ci est vraiment bonne.
That painting is a copy.,Cette peinture est une copie.
That really isn't funny.,Ce n'est vraiment pas dr??le.
That remains to be seen.,??a reste ?ˇ voir.
That reminds me of home.,??a me rappelle chez moi.
That request was denied.,Cette demande a ??t?? rejet??e.
That should be possible.,Cela devrait ?¶tre possible.
That sounds interesting.,??a a l'air vraiment int??ressant.
That sounds interesting.,??a a l'air int??ressant.
That sounds interesting.,Cela semble fort int??ressant.
That statement is false.,Cette assertion est fausse.
That statement is false.,Cette d??claration est fausse.
That was a bad decision.,C'??tait une mauvaise d??cision.
That was a big surprise.,Ce fut une grande surprise.
That was a big surprise.,C'??tait une sacr??e surprise.
That was a good concert.,C'??tait un bon concert.
That was a horrible day.,??a a ??t?? une journ??e horrible.
"That was fun, wasn't it?","C'??tait amusant, n'est-ce pas ?"
That was pretty awesome.,C'??tait vraiment g??nial.
That was pretty intense.,C'??tait plut??t intense.
That was quite a speech.,C'??tait un sacr?? discours.
That was really intense.,??a a ??t?? vraiment intense.
That was the basic idea.,C'??tait l'id??e de base.
"That was you, wasn't it?","C'??tait toi, n'est-ce pas?ˇ?"
"That was you, wasn't it?","C'??tait vous, n'est-ce pas?ˇ?"
That wasn't my question.,Ce n'??tait pas ma question.
That watch is very nice.,Cette montre est tr??s jolie.
That won't be a problem.,??a ne posera pas de probl??me.
That won't be necessary.,Cela ne sera pas n??cessaire.
That won't happen again.,Cela ne se reproduira pas.
That worked pretty well.,Cela a plut??t bien fonctionn??.
That would be a mistake.,??a serait une erreur.
That would be all right.,??a irait tr??s bien.
That would be fantastic.,Ce serait fantastique.
That would be unethical.,Ce serait contraire ?ˇ l'??thique.
That would be unethical.,Ce ne serait pas ??thique.
That would be wonderful.,Ce serait merveilleux.
That would not be a lie.,??a ne serait pas un mensonge.
That would take all day.,??a prendrait toute la journ??e.
That'll be a lot of fun.,On va bien rigoler.
That'll be a lot of fun.,On va bien se marrer.
That's a bad day for me.,C'est un mauvais jour pour moi.
That's a beautiful name.,C'est un beau nom.
That's a beautiful song.,C'est une belle chanson.
That's a brilliant idea.,C'est une brillante id??e.
That's a generous offer.,C'est une proposition g??n??reuse.
That's a real long shot.,C'est pas du tout gagn??.
That's a real long shot.,??a a vraiment peu de chances de r??ussir.
That's a tough question.,C'est une question difficile.
That's a very good plan.,C'est un tr??s bon plan.
That's a very good sign.,C'est un tr??s bon signe.
That's a very nice suit.,C'est un tr??s chouette costume.
That's a wonderful idea.,C'est une id??e merveilleuse.
That's absolutely right.,C'est absolument vrai.
That's absolutely right.,C'est tout ?ˇ fait ??a.
That's absolutely right.,C'est tout ?ˇ fait juste.
That's all I care about.,C'est tout ce dont je me soucie.
That's all I care about.,C'est tout ce dont je me pr??occupe.
That's all I could find.,C'est tout ce que j'ai pu trouver.
That's all I had to say.,C'est tout ce que j'avais ?ˇ dire.
That's all I should say.,C'est tout ce que je devrais dire.
That's all that matters.,C'est tout ce qui compte.
That's all you ever say.,C'est tout ce que tu dis toujours.
That's altogether wrong.,C'est compl??tement faux.
That's beside the point.,L?ˇ n'est pas la question.
"That's better, isn't it?","C'est mieux, n'est-ce pas ?"
That's clearly not true.,Il est clair que ce n'est pas vrai.
That's encouraging news.,Ce sont des nouvelles encourageantes.
That's enough for today.,Assez pour aujourd'hui.
That's enough for today.,C'est tout pour aujourd'hui.
That's enough for today.,??a suffit pour aujourd'hui.
That's exactly my point.,C'est pr??cis??ment ce que je dis.
That's exactly my point.,C'est pr??cis??ment ma th??se.
That's for me to decide.,C'est ?ˇ moi d'en d??cider.
That's how I planned it.,C'est ainsi que je l'ai pr??vu.
That's how it should be.,C'est tel que ??a devrait ?¶tre.
That's how it should be.,C'est ainsi que ??a devrait ?¶tre.
That's how we do things.,C'est comme ??a que nous faisons les choses.
That's just fascinating.,C'est simplement fascinant.
That's just what I need.,C'est pr??cis??ment ce dont j'ai besoin.
That's just what I need.,C'est pr??cis??ment ce qu'il me faut.
That's my favorite part.,C'est ma partie pr??f??r??e.
That's my favorite part.,C'est mon passage pr??f??r??.
That's not a good thing.,Ce n'est pas une bonne chose.
That's not at all funny.,Ce n'est pas dr??le du tout.
That's not exactly true.,Ce n'est pas tout ?ˇ fait vrai.
That's not funny at all.,Ce n'est pas dr??le du tout.
That's not how I see it.,Ce n'est pas ainsi que je le vois.
That's not how it works.,Ce n'est pas comme cela que cela fonctionne.
That's not how it works.,Ce n'est pas comme cela qu'il fonctionne.
That's not how it works.,Ce n'est pas comme cela qu'elle fonctionne.
That's not my signature.,Ce n'est pas ma signature.
That's not so important.,Ce n'est pas tr??s important.
That's not very elegant.,Ce n'est pas tr??s ??l??gant.
That's not what I heard.,Ce n'est pas ce que j'ai entendu.
That's not what I meant.,Ce n'est pas ce que je voulais dire.
That's not what I think.,Ce n'est pas ce que je pense.
That's not what I wrote.,Ce n'est pas ce que j'ai ??crit.
That's not what he said.,??a n'est pas ce qu'il a dit.
That's not what he said.,Ce n'est pas ce qu'il a dit.
That's not what we want.,Ce n'est pas ce que nous voulons.
That's plenty for today.,C'est beaucoup pour aujourd'hui.
That's real nice of you.,C'est vraiment chouette de votre part.
That's real nice of you.,C'est vraiment chouette de ta part.
That's really important.,C'est vraiment important.
That's really not funny.,Ce n'est vraiment pas amusant.
That's really not funny.,C'est vraiment pas dr??le.
That's so inappropriate.,C'est tellement inappropri??.
That's something I like.,C'est quelque chose que j'appr??cie.
That's the hardest part.,C'est la partie la plus dure.
That's the hardest part.,C'est la partie la plus difficile.
That's under discussion.,C'est en discussion.
"That's useful, isn't it?","C'est utile, n'est-ce pas ?"
That's very good advice.,Ce sont de tr??s bons conseils.
That's very kind of you.,?≠É??est vraiment gentil ?ˇ vous.
That's very kind of you.,C'est tr??s aimable ?ˇ vous.
That's what I asked for.,C'est ce que j'ai demand??.
That's what I did today.,C'est ce que j'ai fait aujourd'hui.
That's what I just said.,C'est ce que je viens de dire.
That's what I told them.,Ce fut ce que je leur dis.
That's what I told them.,C'est ce que je leur ai dit.
That's what I want most.,C'est ce que je veux le plus.
That's what Tom told me.,C'est ce que Tom m'a dit.
That's what we all want.,C'est ce que nous voulons tous.
That's what we all want.,C'est ce que nous voulons toutes.
That's what worrying me.,C'est ce qui m'inqui??te.
That's what you all say.,C'est ce que vous dites tous.
That's what you all say.,C'est ce que vous dites toutes.
That's what you deserve.,C'est ce que tu m??rites.
That's what you deserve.,C'est ce que vous m??ritez.
That's what you told me.,C'est ce que vous m'avez dit.
That's what you told me.,C'est ce que tu m'as dit.
That's what's important.,C'est ce qui est important.
That's where I was born.,C'est l?ˇ que je suis n??.
That's where I was born.,C'est l?ˇ que je naquis.
That's why I called you.,C'est pourquoi je t'ai appel??.
That's why I called you.,C'est pourquoi je vous ai appel??.
That's why he got angry.,C'est pourquoi il s'est mis en col??re.
The ATM is out of order.,Le distributeur de billets est en panne.
The CIA is watching you.,La CIA te surveille.
The CIA is watching you.,La CIA vous surveille.
The TV was on all night.,La t??l?? est rest??e allum??e toute la nuit.
The acting is very good.,Le jeu des acteurs est tr??s bon.
The ambassador returned.,L'ambassadeur est revenu.
The auction ends Monday.,La vente aux ench??res se termine lundi.
The author is Brazilian.,L'auteur est br??silien.
The baby can't walk yet.,Le b??b?? ne sait pas encore marcher.
The baby is fast asleep.,Le b??b?? dort ?ˇ poings ferm??s.
The baby is one day old.,Le b??b?? a un jour.
The baby started to cry.,Le b??b?? s'est mis ?ˇ pleurer.
The baby stopped crying.,Le b??b?? a arr?¶t?? de crier.
The baby's name was Tom.,Le b??b?? s'appelait Tom.
The backdoor was broken.,La porte de derri??re ??tait cass??e.
The barn is full of hay.,La grange est pleine de foin.
The best is yet to come.,Le meilleur est encore ?ˇ venir.
The box has holes in it.,Il y a des trous dans la bo??te.
The box is almost empty.,La bo??te est presque vide.
The box is made of wood.,La bo??te est en bois.
The boy feared the dark.,Le gar??on avait peur des t??n??bres.
The boy feared the dark.,Le gar??on avait peur du noir.
The boy remained silent.,Le gar??on resta silencieux.
The boy remained silent.,Le gar??on est rest?? silencieux.
The brown horse is fast.,Le cheval alezan est rapide.
The building is on fire.,Le b?õtiment est en feu.
The cabin smelled musty.,La cabine sentait le moisi.
The car bumped the tree.,La voiture a heurt?? l'arbre.
The car cut to the left.,La voiture coupa ?ˇ gauche.
The car ran into a tree.,La voiture a roul?? contre un arbre.
The car ran into a tree.,Une voiture est rentr??e dans un arbre.
The cat arched its back.,Le chat arqua le dos.
The cat arched its back.,Le chat fit le gros dos.
The cat is in the house.,Le chat est dans la maison.
The cat is on the table.,Le chat est sur la table.
The cat ran up the tree.,Le chat courut au haut de l'arbre.
The children are scared.,Les enfants ont peur.
The climate is changing.,Le climat change.
The clock isn't working.,L'horloge ne fonctionne pas.
The contract was signed.,Le contrat a ??t?? conclu.
The cookie jar is empty.,Le pot de biscuits est vide.
The crops have withered.,Les champs se sont ass??ch??s.
The curtain caught fire.,Le rideau prit feu.
The curtains are closed.,Les rideaux sont tir??s.
The dangers are obvious.,Les dangers sont ??vidents.
The desk drawer is open.,Le tiroir du bureau est ouvert.
The dishwasher's broken.,Le lave-vaisselle est cass??.
The doctor's on his way.,Le docteur est en chemin.
The dog is on the chair.,Le chien est sur la chaise.
The dog ran after a fox.,Le chien courut apr??s le renard.
The dog started barking.,Le chien se mit ?ˇ aboyer.
The dog started barking.,Le chien s'est mis ?ˇ aboyer.
The dog stopped barking.,Le chien a arr?¶t?? d'aboyer.
The dog stopped barking.,Le chien a cess?? d'aboyer.
The dog walked backward.,Le chien marcha en arri??re.
The dog's collar is red.,Le collier du chien est rouge.
The door would not open.,La porte ne s'ouvrait pas.
The doorbell is ringing.,La sonnerie de la porte retentit.
The engine doesn't work.,Le moteur ne fonctionne pas.
The escalator is broken.,L'escalier roulant est cass??.
The facts are not clear.,Les faits ne sont pas clairs.
The funeral is tomorrow.,L'enterrement est demain.
The furniture was dusty.,Le mobilier ??tait poussi??reux.
The game was called off.,La partie fut annul??e.
The goods arrive by sea.,La marchandise arrive par mer.
The ground is still wet.,Le sol est encore humide.
The guests are all gone.,Tous les invit??s sont partis.
The hawk caught a mouse.,Le faucon attrapa une souris.
The heater doesn't work.,Le chauffage ne fonctionne pas.
The highway was blocked.,L'autoroute ??tait bloqu??e.
The holidays are coming.,Les f?¶tes se rapprochent.
The hotel is down there.,L'h??tel est l?ˇ en bas.
The house has been sold.,La maison a ??t?? vendue.
The house is farther on.,La maison est plus loin.
The house is very quiet.,La maison est tr??s silencieuse.
The house was in flames.,La maison ??tait en flammes.
The imposter was caught.,L'imposteur a ??t?? captur??.
The jail is overcrowded.,La prison est surpeupl??e.
The jail is overcrowded.,La maison d'arr?¶t est surpeupl??e.
The jet landed at Tokyo.,L'avion a atterri ?ˇ Tokyo.
The key is on the table.,La cl?? est sur la table.
The keys were in my bag.,Les cl??s ??taient dans mon sac.
The lady is over eighty.,La dame a plus de quatre vingts ans.
The landing was perfect.,L'atterrissage ??tait parfait.
The law is pretty clear.,La loi est plut??t claire.
The library is upstairs.,La biblioth??que est ?ˇ l'??tage.
The lock must be broken.,La serrure doit ?¶tre bris??e.
The lock must be broken.,Il faut casser la serrure.
The machine's yours now.,"La machine est ?ˇ vous, maintenant."
The man is eating bread.,L'homme est en train de manger du pain.
The meeting is all over.,La r??union est termin??e.
The moon is already out.,La lune est d??j?ˇ visible.
The negotiations failed.,Les n??gociations ont ??chou??.
The news made her happy.,Cette nouvelle la rendit heureuse.
The news made her happy.,La nouvelle la rendit heureuse.
The news quickly spread.,Les nouvelles se r??pandirent rapidement.
The night's still young.,La nuit ne fait que commencer.
The noise was deafening.,Le bruit ??tait assourdissant.
The odds are against me.,Les chances sont contre moi.
The old man looked wise.,Le vieil homme avait l'air avis??.
The pain was unbearable.,La douleur ??tait insupportable.
The party ended at nine.,La f?¶te s'est termin??e ?ˇ neuf heures.
